sector;pregunta;respuesta
Los Gomeros ;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Bueno
Tantehue 9;Arco de desinfección cumple a cabalidad con su función;NO
Tantehue 9;Cámara de fumigación cumple a cabalidad su función;Si
Tantehue 9;Disponibilidad de canastillo para desinfección de herramientas;Si
Tantehue 9;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Tantehue 9;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Tantehue 9;Ducha en buen estado y operativa con agua caliente;NO
Tantehue 9;Ausencia de insumos y/o materiales a la interperie;Si
Tantehue 9;Ausencia de animales silvestres dentro de las instalaciones ;Si
Tantehue 9;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Tantehue 9;Puerta de caseta danesa cerrada;NO
Tantehue 9;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Tantehue 9;Pediluvio disponible y operativo;Si
Tantehue 9;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Tantehue 9;Verificación de uso adecuado de banca danesa;nan
Tantehue 9;Portón incubadora cerrado;nan
Tantehue 9;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Tantehue 9;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Tantehue 9;Pediluvio disponible y operativo;nan
Tantehue 9;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Tantehue 9;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Tantehue 9;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Tantehue 8;Arco de desinfección cumple a cabalidad con su función;NO
Tantehue 8;Cámara de fumigación cumple a cabalidad su función;Si
Tantehue 8;Disponibilidad de canastillo para desinfección de herramientas;Si
Tantehue 8;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Tantehue 8;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Tantehue 8;Ducha en buen estado y operativa con agua caliente;Si
Tantehue 8;Ausencia de insumos y/o materiales a la interperie;Si
Tantehue 8;Ausencia de animales silvestres dentro de las instalaciones ;Si
Tantehue 8;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Tantehue 8;Puerta de caseta danesa cerrada;Si
Tantehue 8;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
Tantehue 8;Pediluvio disponible y operativo;Si
Tantehue 8;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Tantehue 8;Verificación de uso adecuado de banca danesa;Bueno
Tantehue 8;Portón incubadora cerrado;nan
Tantehue 8;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Tantehue 8;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Tantehue 8;Pediluvio disponible y operativo;nan
Tantehue 8;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Tantehue 8;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Tantehue 8;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Tantehue 6;Arco de desinfección cumple a cabalidad con su función;Si
Tantehue 6;Cámara de fumigación cumple a cabalidad su función;Si
Tantehue 6;Disponibilidad de canastillo para desinfección de herramientas;Si
Tantehue 6;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Tantehue 6;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Tantehue 6;Ducha en buen estado y operativa con agua caliente;Si
Tantehue 6;Ausencia de insumos y/o materiales a la interperie;Si
Tantehue 6;Ausencia de animales silvestres dentro de las instalaciones ;Si
Tantehue 6;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Tantehue 6;Puerta de caseta danesa cerrada;Si
Tantehue 6;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Tantehue 6;Pediluvio disponible y operativo;Si
Tantehue 6;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Tantehue 6;Verificación de uso adecuado de banca danesa;Bueno
Tantehue 6;Portón incubadora cerrado;nan
Tantehue 6;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Tantehue 6;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Tantehue 6;Pediluvio disponible y operativo;nan
Tantehue 6;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Tantehue 6;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Tantehue 6;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Tantehue 7;Arco de desinfección cumple a cabalidad con su función;nan
Tantehue 7;Cámara de fumigación cumple a cabalidad su función;nan
Tantehue 7;Disponibilidad de canastillo para desinfección de herramientas;nan
Tantehue 7;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Tantehue 7;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Tantehue 7;Ducha en buen estado y operativa con agua caliente;nan
Tantehue 7;Ausencia de insumos y/o materiales a la interperie;nan
Tantehue 7;Ausencia de animales silvestres dentro de las instalaciones ;nan
Tantehue 7;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;nan
Tantehue 7;Puerta de caseta danesa cerrada;nan
Tantehue 7;Ausencia de evidencia de aves silvestres dentro de los pabellones;nan
Tantehue 7;Pediluvio disponible y operativo;nan
Tantehue 7;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Tantehue 7;Verificación de uso adecuado de banca danesa;nan
Tantehue 7;Portón incubadora cerrado;nan
Tantehue 7;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Tantehue 7;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Tantehue 7;Pediluvio disponible y operativo;nan
Tantehue 7;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;nan
Tantehue 7;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;nan
Tantehue 7;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;nan
Tantehue 4;Arco de desinfección cumple a cabalidad con su función;nan
Tantehue 4;Cámara de fumigación cumple a cabalidad su función;nan
Tantehue 4;Disponibilidad de canastillo para desinfección de herramientas;nan
Tantehue 4;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Tantehue 4;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Tantehue 4;Ducha en buen estado y operativa con agua caliente;nan
Tantehue 4;Ausencia de insumos y/o materiales a la interperie;nan
Tantehue 4;Ausencia de animales silvestres dentro de las instalaciones ;nan
Tantehue 4;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;nan
Tantehue 4;Puerta de caseta danesa cerrada;nan
Tantehue 4;Ausencia de evidencia de aves silvestres dentro de los pabellones;nan
Tantehue 4;Pediluvio disponible y operativo;nan
Tantehue 4;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Tantehue 4;Verificación de uso adecuado de banca danesa;nan
Tantehue 4;Portón incubadora cerrado;nan
Tantehue 4;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Tantehue 4;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Tantehue 4;Pediluvio disponible y operativo;nan
Tantehue 4;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;nan
Tantehue 4;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;nan
Tantehue 4;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;nan
Tantehue 3;Arco de desinfección cumple a cabalidad con su función;Si
Tantehue 3;Cámara de fumigación cumple a cabalidad su función;Si
Tantehue 3;Disponibilidad de canastillo para desinfección de herramientas;Si
Tantehue 3;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Tantehue 3;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Tantehue 3;Ducha en buen estado y operativa con agua caliente;Si
Tantehue 3;Ausencia de insumos y/o materiales a la interperie;Si
Tantehue 3;Ausencia de animales silvestres dentro de las instalaciones ;Si
Tantehue 3;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Tantehue 3;Puerta de caseta danesa cerrada;Si
Tantehue 3;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Tantehue 3;Pediluvio disponible y operativo;Si
Tantehue 3;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Tantehue 3;Verificación de uso adecuado de banca danesa;Bueno
Tantehue 3;Portón incubadora cerrado;nan
Tantehue 3;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Tantehue 3;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Tantehue 3;Pediluvio disponible y operativo;nan
Tantehue 3;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Tantehue 3;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Tantehue 3;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Tantehue 2;Arco de desinfección cumple a cabalidad con su función;Regular
Tantehue 2;Cámara de fumigación cumple a cabalidad su función;Si
Tantehue 2;Disponibilidad de canastillo para desinfección de herramientas;Si
Tantehue 2;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Tantehue 2;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);NO
Tantehue 2;Ducha en buen estado y operativa con agua caliente;Si
Tantehue 2;Ausencia de insumos y/o materiales a la interperie;Si
Tantehue 2;Ausencia de animales silvestres dentro de las instalaciones ;Si
Tantehue 2;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Tantehue 2;Puerta de caseta danesa cerrada;Si
Tantehue 2;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Tantehue 2;Pediluvio disponible y operativo;Si
Tantehue 2;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Tantehue 2;Verificación de uso adecuado de banca danesa;Bueno
Tantehue 2;Portón incubadora cerrado;nan
Tantehue 2;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Tantehue 2;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Tantehue 2;Pediluvio disponible y operativo;nan
Tantehue 2;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Tantehue 2;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Tantehue 2;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Tantehue 1;Arco de desinfección cumple a cabalidad con su función;nan
Tantehue 1;Cámara de fumigación cumple a cabalidad su función;nan
Tantehue 1;Disponibilidad de canastillo para desinfección de herramientas;nan
Tantehue 1;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Tantehue 1;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);nan
Tantehue 1;Ducha en buen estado y operativa con agua caliente;nan
Tantehue 1;Ausencia de insumos y/o materiales a la interperie;nan
Tantehue 1;Ausencia de animales silvestres dentro de las instalaciones ;nan
Tantehue 1;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;nan
Tantehue 1;Puerta de caseta danesa cerrada;nan
Tantehue 1;Ausencia de evidencia de aves silvestres dentro de los pabellones;nan
Tantehue 1;Pediluvio disponible y operativo;nan
Tantehue 1;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Tantehue 1;Verificación de uso adecuado de banca danesa;nan
Tantehue 1;Portón incubadora cerrado;nan
Tantehue 1;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Tantehue 1;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Tantehue 1;Pediluvio disponible y operativo;nan
Tantehue 1;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;nan
Tantehue 1;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;nan
Tantehue 1;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;nan
Ramirana 2;Arco de desinfección cumple a cabalidad con su función;NO
Ramirana 2;Cámara de fumigación cumple a cabalidad su función;Si
Ramirana 2;Disponibilidad de canastillo para desinfección de herramientas;Si
Ramirana 2;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ramirana 2;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ramirana 2;Ducha en buen estado y operativa con agua caliente;Si
Ramirana 2;Ausencia de insumos y/o materiales a la interperie;Si
Ramirana 2;Ausencia de animales silvestres dentro de las instalaciones ;Si
Ramirana 2;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Ramirana 2;Puerta de caseta danesa cerrada;Si
Ramirana 2;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Ramirana 2;Pediluvio disponible y operativo;Si
Ramirana 2;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Ramirana 2;Verificación de uso adecuado de banca danesa;Si
Ramirana 2;Portón incubadora cerrado;nan
Ramirana 2;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Ramirana 2;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Ramirana 2;Pediluvio disponible y operativo;nan
Ramirana 2;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Ramirana 2;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Ramirana 2;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;nan
Ramirana 3;Arco de desinfección cumple a cabalidad con su función;Si
Ramirana 3;Cámara de fumigación cumple a cabalidad su función;Si
Ramirana 3;Disponibilidad de canastillo para desinfección de herramientas;Si
Ramirana 3;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ramirana 3;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ramirana 3;Ducha en buen estado y operativa con agua caliente;Si
Ramirana 3;Ausencia de insumos y/o materiales a la interperie;Si
Ramirana 3;Ausencia de animales silvestres dentro de las instalaciones ;Si
Ramirana 3;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Ramirana 3;Puerta de caseta danesa cerrada;Si
Ramirana 3;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Ramirana 3;Pediluvio disponible y operativo;Si
Ramirana 3;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Ramirana 3;Verificación de uso adecuado de banca danesa;Bueno
Ramirana 3;Portón incubadora cerrado;nan
Ramirana 3;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Ramirana 3;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Ramirana 3;Pediluvio disponible y operativo;nan
Ramirana 3;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Ramirana 3;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Ramirana 3;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Ramirana 7;Arco de desinfección cumple a cabalidad con su función;NO
Ramirana 7;Cámara de fumigación cumple a cabalidad su función;Si
Ramirana 7;Disponibilidad de canastillo para desinfección de herramientas;Si
Ramirana 7;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ramirana 7;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ramirana 7;Ducha en buen estado y operativa con agua caliente;Si
Ramirana 7;Ausencia de insumos y/o materiales a la interperie;Si
Ramirana 7;Ausencia de animales silvestres dentro de las instalaciones ;Si
Ramirana 7;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Ramirana 7;Puerta de caseta danesa cerrada;Si
Ramirana 7;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Ramirana 7;Pediluvio disponible y operativo;Si
Ramirana 7;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Ramirana 7;Verificación de uso adecuado de banca danesa;Si
Ramirana 7;Portón incubadora cerrado;nan
Ramirana 7;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Ramirana 7;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Ramirana 7;Pediluvio disponible y operativo;nan
Ramirana 7;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Ramirana 7;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Ramirana 7;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Ramirana 8;Arco de desinfección cumple a cabalidad con su función;NO
Ramirana 8;Cámara de fumigación cumple a cabalidad su función;Si
Ramirana 8;Disponibilidad de canastillo para desinfección de herramientas;Si
Ramirana 8;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ramirana 8;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Ramirana 8;Ducha en buen estado y operativa con agua caliente;Si
Ramirana 8;Ausencia de insumos y/o materiales a la interperie;Si
Ramirana 8;Ausencia de animales silvestres dentro de las instalaciones ;Si
Ramirana 8;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Ramirana 8;Puerta de caseta danesa cerrada;Si
Ramirana 8;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Ramirana 8;Pediluvio disponible y operativo;Si
Ramirana 8;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Ramirana 8;Verificación de uso adecuado de banca danesa;Si
Ramirana 8;Portón incubadora cerrado;nan
Ramirana 8;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Ramirana 8;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Ramirana 8;Pediluvio disponible y operativo;nan
Ramirana 8;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
Ramirana 8;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Ramirana 8;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
DON TITO;Arco de desinfección cumple a cabalidad con su función;Si
DON TITO;Cámara de fumigación cumple a cabalidad su función;Si
DON TITO;Disponibilidad de canastillo para desinfección de herramientas;Si
DON TITO;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
DON TITO;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
DON TITO;Ducha en buen estado y operativa con agua caliente;Si
DON TITO;Ausencia de insumos y/o materiales a la interperie;Si
DON TITO;Ausencia de animales silvestres dentro de las instalaciones ;Si
DON TITO;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
DON TITO;Puerta de caseta danesa cerrada;Si
DON TITO;Ausencia de evidencia de aves silvestres dentro de los pabellones;NO
DON TITO;Pediluvio disponible y operativo;Si
DON TITO;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
DON TITO;Verificación de uso adecuado de banca danesa;Bueno
DON TITO;Portón incubadora cerrado;nan
DON TITO;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
DON TITO;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
DON TITO;Pediluvio disponible y operativo;nan
DON TITO;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
DON TITO;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
DON TITO;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Soledad 3;Arco de desinfección cumple a cabalidad con su función;Si
Soledad 3;Cámara de fumigación cumple a cabalidad su función;Si
Soledad 3;Disponibilidad de canastillo para desinfección de herramientas;Si
Soledad 3;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Soledad 3;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Soledad 3;Ducha en buen estado y operativa con agua caliente;Si
Soledad 3;Ausencia de insumos y/o materiales a la interperie;Si
Soledad 3;Ausencia de animales silvestres dentro de las instalaciones ;Si
Soledad 3;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;NO
Soledad 3;Puerta de caseta danesa cerrada;NO
Soledad 3;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Soledad 3;Pediluvio disponible y operativo;Si
Soledad 3;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
Soledad 3;Verificación de uso adecuado de banca danesa;NO
Soledad 3;Portón incubadora cerrado;nan
Soledad 3;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Soledad 3;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Soledad 3;Pediluvio disponible y operativo;nan
Soledad 3;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Soledad 3;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Soledad 3;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
RUBIANA 4;Arco de desinfección cumple a cabalidad con su función;Si
RUBIANA 4;Cámara de fumigación cumple a cabalidad su función;Si
RUBIANA 4;Disponibilidad de canastillo para desinfección de herramientas;Si
RUBIANA 4;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
RUBIANA 4;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
RUBIANA 4;Ducha en buen estado y operativa con agua caliente;Si
RUBIANA 4;Ausencia de insumos y/o materiales a la interperie;Si
RUBIANA 4;Ausencia de animales silvestres dentro de las instalaciones ;NO
RUBIANA 4;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
RUBIANA 4;Puerta de caseta danesa cerrada;Si
RUBIANA 4;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
RUBIANA 4;Pediluvio disponible y operativo;Si
RUBIANA 4;El calzado interno de pabellón se diferencia del calzado de tránsito;nan
RUBIANA 4;Verificación de uso adecuado de banca danesa;Si
RUBIANA 4;Portón incubadora cerrado;nan
RUBIANA 4;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
RUBIANA 4;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
RUBIANA 4;Pediluvio disponible y operativo;nan
RUBIANA 4;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;Si
RUBIANA 4;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Regular
RUBIANA 4;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Checklist MAITENES 1;Arco de desinfección cumple a cabalidad con su función;Si
Checklist MAITENES 1;Cámara de fumigación cumple a cabalidad su función;Regular
Checklist MAITENES 1;Disponibilidad de canastillo para desinfección de herramientas;Si
Checklist MAITENES 1;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist MAITENES 1;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist MAITENES 1;Ducha en buen estado y operativa con agua caliente;Si
Checklist MAITENES 1;Ausencia de insumos y/o materiales a la interperie;Si
Checklist MAITENES 1;Ausencia de animales silvestres dentro de las instalaciones ;Malo
Checklist MAITENES 1;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Checklist MAITENES 1;Puerta de caseta danesa cerrada;Si
Checklist MAITENES 1;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Checklist MAITENES 1;Pediluvio disponible y operativo;Si
Checklist MAITENES 1;El calzado interno de pabellón se diferencia del calzado de tránsito;Si
Checklist MAITENES 1;Verificación de uso adecuado de banca danesa;Bueno
Checklist MAITENES 1;Portón incubadora cerrado;nan
Checklist MAITENES 1;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Checklist MAITENES 1;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Checklist MAITENES 1;Pediluvio disponible y operativo;nan
Checklist MAITENES 1;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Checklist MAITENES 1;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Checklist MAITENES 1;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Checklist MAITENES 2;Arco de desinfección cumple a cabalidad con su función;Si
Checklist MAITENES 2;Cámara de fumigación cumple a cabalidad su función;Si
Checklist MAITENES 2;Disponibilidad de canastillo para desinfección de herramientas;Si
Checklist MAITENES 2;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist MAITENES 2;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist MAITENES 2;Ducha en buen estado y operativa con agua caliente;Si
Checklist MAITENES 2;Ausencia de insumos y/o materiales a la interperie;Si
Checklist MAITENES 2;Ausencia de animales silvestres dentro de las instalaciones ;Malo
Checklist MAITENES 2;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Checklist MAITENES 2;Puerta de caseta danesa cerrada;Si
Checklist MAITENES 2;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Checklist MAITENES 2;Pediluvio disponible y operativo;Si
Checklist MAITENES 2;El calzado interno de pabellón se diferencia del calzado de tránsito;Si
Checklist MAITENES 2;Verificación de uso adecuado de banca danesa;Bueno
Checklist MAITENES 2;Portón incubadora cerrado;nan
Checklist MAITENES 2;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Checklist MAITENES 2;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Checklist MAITENES 2;Pediluvio disponible y operativo;nan
Checklist MAITENES 2;No se encuentra alimento fuera de los sistemas de abastecimiento de alimento;NO
Checklist MAITENES 2;Contenedor exclusivo para movimiento de aves muertas dentro del pabellón;Si
Checklist MAITENES 2;Unidad de transferencia se encuentra debidamente limpia y cerrada, sin mortalidad expuesta;Si
Checklist MAITENES 3;Arco de desinfección cumple a cabalidad con su función;Si
Checklist MAITENES 3;Cámara de fumigación cumple a cabalidad su función;Si
Checklist MAITENES 3;Disponibilidad de canastillo para desinfección de herramientas;Si
Checklist MAITENES 3;Todo personal interno presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist MAITENES 3;Todo personal externo presente registra ingreso en Sistema Digital de Bioseguridad (confirmar en plataforma digital de ingreso);Si
Checklist MAITENES 3;Ducha en buen estado y operativa con agua caliente;Si
Checklist MAITENES 3;Ausencia de insumos y/o materiales a la interperie;Si
Checklist MAITENES 3;Ausencia de animales silvestres dentro de las instalaciones ;Malo
Checklist MAITENES 3;Infraestructura impide el ingreso de aves u otros vectores a los pabellones;Si
Checklist MAITENES 3;Puerta de caseta danesa cerrada;Si
Checklist MAITENES 3;Ausencia de evidencia de aves silvestres dentro de los pabellones;Si
Checklist MAITENES 3;Pediluvio disponible y operativo;Si
Checklist MAITENES 3;El calzado interno de pabellón se diferencia del calzado de tránsito;Si
Checklist MAITENES 3;Verificación de uso adecuado de banca danesa;Bueno
Checklist MAITENES 3;Portón incubadora cerrado;nan
Checklist MAITENES 3;Infraestructura impide el ingreso de aves u otros vectores a las plantas;nan
Checklist MAITENES 3;Ausencia de evidencia de aves silvestres dentro de las plantas;nan
Checklist MAITENES 3;Pediluvio disponible y operativo;nan
